Patrice Bergeron,Logan Couture,Brad Marchand,Craig Smith,Jack Studnicka,Brent Burns,Darnell Nurse,Jaroslav Halak,Ryan Donato
Patrice Bergeron,Logan Couture,Evander Kane,Craig Smith,John Leonard,Brent Burns,Darnell Nurse,Thatcher Demko,Tomas Hertl
Patrice Bergeron,David Krejci,Brad Marchand,Craig Smith,Charlie Coyle,Kris Letang,Darnell Nurse,Thatcher Demko,Jack Studnicka
Auston Matthews,Logan Couture,Mitch Marner,Jack Studnicka,Kevin Labanc,Brent Burns,Erik Karlsson,Thatcher Demko,Ryan Donato
Auston Matthews,John Tavares,William Nylander,Ilya Mikheyev,Ryan Donato,Brent Burns,Darnell Nurse,Thatcher Demko,Logan Couture
Patrice Bergeron,David Krejci,Brock Boeser,Craig Smith,Charlie Coyle,Brent Burns,Erik Karlsson,Thatcher Demko,Nick Ritchie
Connor McDavid,Patrice Bergeron,Craig Smith,Kevin Labanc,Ryan Donato,Erik Karlsson,Darnell Nurse,Thatcher Demko,Logan Couture
Patrice Bergeron,John Tavares,Brad Marchand,Craig Smith,Jack Studnicka,Erik Karlsson,Matt Grzelcyk,Thatcher Demko,Ilya Mikheyev
Auston Matthews,David Krejci,Mitch Marner,Craig Smith,Charlie Coyle,Darnell Nurse,Matt Grzelcyk,Thatcher Demko,Nick Ritchie
Auston Matthews,Logan Couture,Evander Kane,Kevin Labanc,Ryan Donato,Brent Burns,Darnell Nurse,Jaroslav Halak,Tomas Hertl
Auston Matthews,John Tavares,Charlie Coyle,Nick Ritchie,Ilya Mikheyev,Brent Burns,Morgan Rielly,Thatcher Demko,David Krejci
Leon Draisaitl,Tomas Hertl,Evander Kane,Charlie Coyle,Nick Ritchie,Brent Burns,Darnell Nurse,Thatcher Demko,David Krejci
Patrice Bergeron,Evgeni Malkin,Brad Marchand,Craig Smith,Jason Zucker,Kris Letang,Morgan Rielly,Thatcher Demko,Ilya Mikheyev
Logan Couture,Tomas Hertl,Brad Marchand,Craig Smith,Kevin Labanc,Brent Burns,Kris Letang,Thatcher Demko,Ryan Donato
Patrice Bergeron,Logan Couture,Brad Marchand,Craig Smith,Charlie Coyle,Morgan Rielly,Matt Grzelcyk,Thatcher Demko,Ryan Donato
Patrice Bergeron,Tomas Hertl,Brad Marchand,Craig Smith,Ilya Mikheyev,Brent Burns,Matt Grzelcyk,Jaroslav Halak,John Leonard
Auston Matthews,Tomas Hertl,Evander Kane,Jason Zucker,John Leonard,Brent Burns,Erik Karlsson,Thatcher Demko,Evgeni Malkin
Patrice Bergeron,Tomas Hertl,Brad Marchand,Craig Smith,Charlie Coyle,Erik Karlsson,Zach Werenski,Thatcher Demko,John Leonard
Patrice Bergeron,John Tavares,Craig Smith,William Nylander,Charlie Coyle,Brent Burns,Erik Karlsson,Jaroslav Halak,Ilya Mikheyev
Patrice Bergeron,Logan Couture,Brad Marchand,Craig Smith,Charlie Coyle,Erik Karlsson,Jared Spurgeon,Jaroslav Halak,Nick Ritchie
