Elias Lindholm,Sean Monahan,Matthew Tkachuk,Johnny Gaudreau,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Jacob Markstrom,Andrew Mangiapane
Elias Lindholm,William Karlsson,Matthew Tkachuk,Johnny Gaudreau,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Jacob Markstrom,Jonathan Marchessault
Elias Lindholm,William Karlsson,Matthew Tkachuk,Max Pacioretty,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Kevin Lankinen,Jonathan Marchessault
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Johnny Gaudreau,Jonathan Marchessault,Alex Pietrangelo,Victor Soderstrom,Kevin Lankinen,Andrew Mangiapane
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Mitch Marner,Johnny Gaudreau,Victor Soderstrom,Morgan Rielly,Kevin Lankinen,Andrew Mangiapane
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Max Pacioretty,Johnny Gaudreau,Alex Pietrangelo,Victor Soderstrom,Kevin Lankinen,Dominik Simon
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Johnny Gaudreau,Jakub Vrana,John Carlson,Victor Soderstrom,Kevin Lankinen,Andrew Mangiapane
Sean Monahan,William Karlsson,Matthew Tkachuk,Johnny Gaudreau,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Kevin Lankinen,Jonathan Marchessault
Sean Monahan,William Karlsson,Johnny Gaudreau,Mark Stone,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Jacob Markstrom,Jonathan Marchessault
Sean Monahan,William Karlsson,Max Pacioretty,Mark Stone,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Kevin Lankinen,Jonathan Marchessault
Elias Lindholm,William Karlsson,Matthew Tkachuk,Mark Stone,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Linus Ullmark,Jonathan Marchessault
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Max Pacioretty,Johnny Gaudreau,Victor Soderstrom,Rasmus Andersson,Kevin Lankinen,Andrew Mangiapane
Sean Monahan,William Karlsson,Max Pacioretty,Johnny Gaudreau,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Linus Ullmark,Jonathan Marchessault
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Johnny Gaudreau,Alex Tuch,Alex Pietrangelo,Victor Soderstrom,Linus Ullmark,Andrew Mangiapane
John Tavares,Elias Lindholm,Matthew Tkachuk,Johnny Gaudreau,Andrew Mangiapane,Victor Soderstrom,Morgan Rielly,Linus Ullmark,Sean Monahan
Elias Lindholm,William Karlsson,Matthew Tkachuk,Mark Stone,Reilly Smith,Alex Pietrangelo,Victor Soderstrom,Jacob Markstrom,Andrew Mangiapane
Elias Lindholm,Sean Monahan,Matthew Tkachuk,Johnny Gaudreau,Reilly Smith,Alex Pietrangelo,Rasmus Dahlin,Kevin Lankinen,Andrew Mangiapane
Jack Eichel,Elias Lindholm,Matthew Tkachuk,Johnny Gaudreau,Andrew Mangiapane,Victor Soderstrom,Rasmus Dahlin,Kevin Lankinen,Sean Monahan
John Tavares,Elias Lindholm,Matthew Tkachuk,Johnny Gaudreau,William Nylander,Victor Soderstrom,Morgan Rielly,Kevin Lankinen,Andrew Mangiapane
Jack Eichel,Eric Staal,Max Pacioretty,Mark Stone,Tage Thompson,Alex Pietrangelo,Victor Soderstrom,Kevin Lankinen,Victor Olofsson
